DBMS,category_label,Multi_model_info,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Aug-2023,Rank_Aug-2023,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Vector DBMS,Wide column,DBMS_urnform
eXist-db,Native XML,Native XML DBMS,https://db-engines.com/en/system/eXist-db,Y,,eXist-db/exist,1.21,205,eXist-db,exist,,2000,,Y,L-GPL,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,exist-db
Xapian,Search engine,Search engine,https://db-engines.com/en/system/Xapian,Y,,xapian/xapian,1.2,206,xapian,xapian,,1986,2023,Y,GPLv2,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,xapian
Blazegraph,Graph,"Graph DBMS,RDF store",https://db-engines.com/en/system/Blazegraph,Y,,blazegraph/database,1.2,207,blazegraph,database,Blazegraph,2006,2019,Y,extended commercial license available,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,blazegraph
HPE Ezmeral Data Fabric,Document,"Document store,Wide column store",https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,N,,-,1.17,208,-,-,"HPE, MapR Technologies, Inc",2009,,N,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpe-ezmeral-data-fabric
OpenBase,Relational,Relational DBMS,https://db-engines.com/en/system/OpenBase,N,,-,1.16,209,-,-,,1991,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,openbase
Vitess,Relational,"Relational DBMS,Document store,Spatial DBMS",https://db-engines.com/en/system/Vitess,Y,,vitessio/vitess,1.15,210,vitessio,vitess,"The Linux Foundation, PlanetScale",2013,2022,Y,"Apache Version 2.0, commercial licenses available",N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,vitess
IDMS,Navigational,Navigational DBMS,https://db-engines.com/en/system/IDMS,N,,-,1.15,211,-,-,,1973,,N,,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,idms
WebSphere eXtreme Scale,Key-value,Key-value store,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,N,,-,1.13,212,-,-,,2009,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,websphere-extreme-scale
Hibari,Key-value,Key-value store,https://db-engines.com/en/system/Hibari,Y,,hibari/hibari,1.12,213,hibari,hibari,,2005,,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hibari
Kognitio,Relational,Relational DBMS,https://db-engines.com/en/system/Kognitio,N,,-,1.11,214,-,-,,1992,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kognitio
RDF4J,RDF,RDF store,https://db-engines.com/en/system/RDF4J,Y,Y,eclipse/rdf4j,1.1,215,eclipse,rdf4j,"Since 2016 officially forked into an Eclipse project, former developer was Aduna Software.",2004,,Y,"Eclipse Distribution License (EDL), v1.0.",N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rdf4j
StarRocks,Relational,Relational DBMS,https://db-engines.com/en/system/StarRocks,Y,,StarRocks/StarRocks,1.1,216,StarRocks,StarRocks,The Linux Foundation,2020,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,starrocks
TDSQL for MySQL,Relational,"Relational DBMS,Document store,Spatial DBMS",https://db-engines.com/en/system/TDSQL+for+MySQL,N,,-,1.09,217,-,-,Tencent,2013,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,tdsql-for-mysql
GeoMesa,Spatial DBMS,Spatial DBMS,https://db-engines.com/en/system/GeoMesa,Y,,geomesa/geomesa-geoserver,1.05,218,geomesa,geomesa-geoserver,CCRi and others,2014,2023,Y,Apache License 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,geomesa
DBISAM,Relational,Relational DBMS,https://db-engines.com/en/system/DBISAM,N,,-,1.04,219,-,-,"Elevate Software, Inc.",1998,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,dbisam
FrontBase,Relational,Relational DBMS,https://db-engines.com/en/system/FrontBase,N,,-,1.04,220,-,-,,1993,2015,N,free licenses,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,frontbase
ObjectDB,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/ObjectDB,N,,-,1.03,221,-,-,,2010,2022,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,objectdb
atoti,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/atoti,Y_IssueTracking,,atoti/atoti,1.01,222,atoti,atoti,ActiveViam,,,N,free versions available,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,atoti
TypeDB,Graph,"Graph DBMS,Relational DBMS",https://db-engines.com/en/system/TypeDB,Y,,vaticle/typedb,1.0,223,vaticle,typedb,Vaticle,2016,2023,Y,"GPL Version 3, commercial licenses available",N,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,typedb
NexusDB,Relational,Relational DBMS,https://db-engines.com/en/system/NexusDB,N,,-,0.99,224,-,-,,2003,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,nexusdb
SciDB,Multivalue,Multivalue DBMS,https://db-engines.com/en/system/SciDB,Y,,cran/scidb,0.96,225,cran,scidb,Paradigm4,2008,,Y,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,scidb
Datacom/DB,Relational,Relational DBMS,https://db-engines.com/en/system/Datacom%2FDB,N,,-,0.96,226,-,-,Broadcom (formerly CA),1972,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,datacom-db
M3DB,Time Series,Time Series DBMS,https://db-engines.com/en/system/M3DB,Y,,m3db/m3,0.95,227,m3db,m3,,,,Y,Apache version 2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,m3db
Rockset,Document,"Document store,Relational DBMS,Search engine",https://db-engines.com/en/system/Rockset,N,,-,0.94,228,-,-,Rockset,2019,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,rockset
Heroic,Time Series,Time Series DBMS,https://db-engines.com/en/system/Heroic,Y_archivedas_spotify/heroic,N,spotify/heroic,0.94,229,spotify,heroic,Spotify,2014,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,heroic
MapDB,Key-value,Key-value store,https://db-engines.com/en/system/MapDB,Y,,jankotek/mapdb,0.93,230,jankotek,mapdb,,2002,,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,mapdb
Kinetica,Relational,"Relational DBMS,Spatial DBMS,Time Series DBMS",https://db-engines.com/en/system/Kinetica,N,,-,0.93,231,-,-,Kinetica,2012,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,kinetica
eXtremeDB,Relational,"Relational DBMS,Time Series DBMS",https://db-engines.com/en/system/eXtremeDB,N,,-,0.93,232,-,-,McObject,2001,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,extremedb
ScaleArc,Relational,Relational DBMS,https://db-engines.com/en/system/ScaleArc,N,,-,0.92,233,-,-,"DevFactory, formerly Ignite",2009,,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,scalearc
VistaDB,Relational,Relational DBMS,https://db-engines.com/en/system/VistaDB,N,,-,0.92,234,-,-,Gibraltar Software,2008,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,vistadb
Yellowbrick,Relational,Relational DBMS,https://db-engines.com/en/system/Yellowbrick,N,,-,0.91,235,-,-,Yellowbrick Data,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,yellowbrick
Vald,Vector DBMS,Vector DBMS,https://db-engines.com/en/system/Vald,Y,,vdaas/vald,0.89,236,vdaas,vald,,,,Y,Apache-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,vald
CrateDB,Document,"Document store,Time Series DBMS,Relational DBMS,Search engine",https://db-engines.com/en/system/CrateDB,Y,,crate/crate,0.89,237,crate,crate,Crate,2013,,Y,,N,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,cratedb
Amazon Keyspaces,Wide column,Wide column store,https://db-engines.com/en/system/Amazon+Keyspaces,N,,-,0.89,238,-,-,Amazon,2019,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,amazon-keyspaces
GemStone/S,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/GemStone%2FS,N,,-,0.87,239,-,-,,1986,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,gemstone-s
OpenInsight,Multivalue,Multivalue DBMS,https://db-engines.com/en/system/OpenInsight,N,,-,0.87,240,-,-,,1992,2018,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,openinsight
BoltDB,Key-value,Key-value store,https://db-engines.com/en/system/BoltDB,Y_archivedas_boltdb/bolt,N,boltdb/bolt,0.87,241,boltdb,bolt,,2013,,Y,MIT License,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,boltdb
LokiJS,Document,Document store,https://db-engines.com/en/system/LokiJS,Y,,techfort/LokiJS,0.87,242,techfort,LokiJS,,2014,,Y,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lokijs
ModeShape,Content,Content stores,https://db-engines.com/en/system/ModeShape,Y,,ModeShape/modeshape,0.87,243,ModeShape,modeshape,,2010,,Y,Apache Version 2,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modeshape
Splice Machine,Relational,Relational DBMS,https://db-engines.com/en/system/Splice+Machine,Y,,splicemachine/spliceengine,0.85,244,splicemachine,spliceengine,Splice Machine,2014,2021,Y,"AGPL 3.0, commercial license available",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,splice-machine
BigchainDB,Document,Document store,https://db-engines.com/en/system/BigchainDB,Y,,bigchaindb/bigchaindb,0.85,245,bigchaindb,bigchaindb,,2016,,Y,AGPL v3,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bigchaindb
Postgres-XL,Relational,"Relational DBMS,Document store,Spatial DBMS",https://db-engines.com/en/system/Postgres-XL,Y,,Postgres-XL/Postgres-XL,0.85,246,Postgres-XL,Postgres-XL,,2014,2018,Y,Mozilla public license,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,postgres-xl
Objectivity/DB,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/Objectivity%2FDB,N,,-,0.83,247,-,-,,1990,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,objectivity-db
Alibaba Cloud MaxCompute,Relational,Relational DBMS,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,N,,-,0.83,248,-,-,Alibaba,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,alibaba-cloud-maxcompute
Apache IoTDB,Time Series,Time Series DBMS,https://db-engines.com/en/system/Apache+IoTDB,Y,N,apache/iotdb,0.82,249,apache,iotdb,Apache Software Foundation,2018,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,apache-iotdb
KairosDB,Time Series,Time Series DBMS,https://db-engines.com/en/system/KairosDB,Y,,kairosdb/kairosdb,0.82,250,kairosdb,kairosdb,,2013,2018,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,kairosdb
ITTIA,Time Series,"Time Series DBMS,Relational DBMS",https://db-engines.com/en/system/ITTIA,N,,-,0.82,251,-,-,ITTIA L.L.C.,2007,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,ittia
AlaSQL,Document,"Document store,Relational DBMS",https://db-engines.com/en/system/AlaSQL,Y,,AlaSQL/alasql,0.81,252,AlaSQL,alasql,Andrey Gershun & Mathias R. Wulff,2014,,Y,MIT-License,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,alasql
SearchBlox,Search engine,Search engine,https://db-engines.com/en/system/SearchBlox,N,,-,0.78,253,-,-,,2003,,N,,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,searchblox
Graph Engine,Graph,"Graph DBMS,Key-value store",https://db-engines.com/en/system/Graph+Engine,Y,,microsoft/GraphEngine,0.76,254,microsoft,GraphEngine,Microsoft,2010,,Y,MIT License,N,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,graph-engine
Typesense,Search engine,Search engine,https://db-engines.com/en/system/Typesense,Y,,typesense/typesense,0.76,255,typesense,typesense,,2015,,Y,GPL V3,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,typesense
Scalaris,Key-value,Key-value store,https://db-engines.com/en/system/Scalaris,Y,N,scalaris-team/scalaris,0.76,256,scalaris-team,scalaris,,2010,,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,scalaris
KeyDB,Key-value,Key-value store,https://db-engines.com/en/system/KeyDB,Y,,Snapchat/KeyDB,0.76,257,Snapchat,KeyDB,EQ Alpha Technology Ltd.,2019,,Y,BSD-3,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,keydb
Rasdaman,Multivalue,Multivalue DBMS,https://db-engines.com/en/system/Rasdaman,Y,,dioptre/rasdaman,0.76,258,dioptre,rasdaman,,1998,2019,Y,extended commercial license available,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rasdaman
Apache Pinot,Relational,Relational DBMS,https://db-engines.com/en/system/Apache+Pinot,Y,N,apache/pinot,0.76,259,apache,pinot,Apache Software Foundation and contributors,2015,2022,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,apache-pinot
SurrealDB,Document,"Document store,Graph DBMS",https://db-engines.com/en/system/SurrealDB,Y,,surrealdb/surrealdb,0.75,260,surrealdb,surrealdb,SurrealDB Ltd,2022,,Y,,N,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,surrealdb
Alibaba Cloud AnalyticDB for MySQL,Relational,"Relational DBMS,Document store",https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,N,,-,0.75,261,-,-,Alibaba,,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,alibaba-cloud-analyticdb-for-mysql
Starcounter,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/Starcounter,N,,-,0.74,262,-,-,,2006,2018,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,starcounter
Redland,RDF,RDF store,https://db-engines.com/en/system/Redland,Y,,dajobe/librdf,0.72,263,dajobe,librdf,,2000,,Y,"Multi License (LGPL, GPLv2, Apache V2)",N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,redland
SQream DB,Relational,Relational DBMS,https://db-engines.com/en/system/SQream+DB,N,,-,0.72,264,-,-,SQream Technologies,2017,2022,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sqream-db
Sequoiadb,Document,"Document store,Relational DBMS",https://db-engines.com/en/system/Sequoiadb,Y,,SequoiaDB/SequoiaDB,0.7,265,SequoiaDB,SequoiaDB,Sequoiadb Ltd.,2013,,Y,Server: AGPL; Client: Apache V2,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sequoiadb
Kingbase,Relational,"Relational DBMS,Document store,Spatial DBMS",https://db-engines.com/en/system/Kingbase,N,,-,0.7,266,-,-,BeiJing KINGBASE Information technologies inc.,1999,2021,N,,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,kingbase
Jade,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/Jade,N,,-,0.7,267,-,-,,1996,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,jade
Trafodion,Relational,Relational DBMS,https://db-engines.com/en/system/Trafodion,Y_archivedas_apache/trafodion,N,apache/trafodion,0.69,268,apache,trafodion,"Apache Software Foundation, originally developed by HP",2014,2019,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,trafodion
Percona Server for MongoDB,Document,Document store,https://db-engines.com/en/system/Percona+Server+for+MongoDB,Y_replacementfor_MongoDB,N,percona/percona-server-mongodb,0.67,269,percona,percona-server-mongodb,Percona,2015,2017,Y,GPL Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,percona-server-for-mongodb
R:BASE,Relational,Relational DBMS,https://db-engines.com/en/system/R%3ABASE,N,,-,0.65,270,-,-,,1981,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,r-base
Apache Doris,Relational,Relational DBMS,https://db-engines.com/en/system/Apache+Doris,Y,Y,apache/doris,0.65,271,apache,doris,"Apache Software Foundation, originally contributed from Baidu",2017,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,apache-doris
Qdrant,Vector DBMS,Vector DBMS,https://db-engines.com/en/system/Qdrant,Y,,qdrant/qdrant,0.64,272,qdrant,qdrant,Qdrant,2021,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,qdrant
Transbase,Relational,Relational DBMS,https://db-engines.com/en/system/Transbase,N,,-,0.63,273,-,-,Transaction Software GmbH,1987,2022,N,free development license,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,transbase
Lovefield,Relational,Relational DBMS,https://db-engines.com/en/system/Lovefield,Y,,google/lovefield,0.63,274,google,lovefield,Google,2014,2017,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,lovefield
Raima Database Manager,Relational,"Relational DBMS,Time Series DBMS",https://db-engines.com/en/system/Raima+Database+Manager,N,,-,0.62,275,-,-,Raima Inc.,1984,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,raima-database-manager
InfiniteGraph,Graph,Graph DBMS,https://db-engines.com/en/system/InfiniteGraph,N,,-,0.62,276,-,-,,2010,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,infinitegraph
Deep Lake,Vector DBMS,Vector DBMS,https://db-engines.com/en/system/Deep+Lake,Y,,activeloopai/deeplake,0.61,277,activeloopai,deeplake,Activeloop,,,Y,MPL-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,deep-lake
OpenQM,Multivalue,Multivalue DBMS,https://db-engines.com/en/system/OpenQM,Y,,gregjurman/openqm,0.6,278,gregjurman,openqm,Martin Phillips,1993,,Y,"GPLv2, extended commercial license available",N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,openqm
Strabon,RDF,RDF store,https://db-engines.com/en/system/Strabon,Y,,esarbanis/strabon,0.59,279,esarbanis,strabon,,2011,,Y,Mozilla public license,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,strabon
FlockDB,Graph,Graph DBMS,https://db-engines.com/en/system/FlockDB,Y_archivedas_twitter-archive/flockdb,Y,twitter-archive/flockdb,0.58,280,twitter-archive,flockdb,Twitter,2010,2012,Y,Apache Version 2,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,flockdb
HarperDB,Document,Document store,https://db-engines.com/en/system/HarperDB,N,,-,0.57,281,-,-,HarperDB,2017,2021,N,free community edition available,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,harperdb
Alibaba Cloud AnalyticDB for PostgreSQL,Relational,Relational DBMS,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,N,,-,0.57,282,-,-,Alibaba / Pivotal Software Inc. / PostgreSQL Global Development Group,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,alibaba-cloud-analyticdb-for-postgresql
Vespa,Search engine,"Search engine,Vector DBMS",https://db-engines.com/en/system/Vespa,Y,,vespa-engine/vespa,0.56,283,vespa-engine,vespa,Yahoo,,,Y,Apache-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,vespa
EJDB,Document,Document store,https://db-engines.com/en/system/EJDB,Y,,Softmotions/ejdb,0.55,284,Softmotions,ejdb,Softmotions,2012,,Y,GPLv2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ejdb
4store,RDF,RDF store,https://db-engines.com/en/system/4store,Y,,4store/4store,0.55,285,4store,4store,,2009,,Y,GPLv3,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4store
Tajo,Relational,Relational DBMS,https://db-engines.com/en/system/Tajo,Y_archivedas_apache/tajo,N,apache/tajo,0.55,286,apache,tajo,Apache Software Foundation,2012,,Y,Apache Version 2,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,tajo
Mimer SQL,Relational,Relational DBMS,https://db-engines.com/en/system/Mimer+SQL,N,,-,0.53,287,-,-,,1977,2023,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,mimer-sql
Project Voldemort,Key-value,Key-value store,https://db-engines.com/en/system/Project+Voldemort,Y,,voldemort/voldemort,0.52,288,voldemort,voldemort,,2009,2017,Y,Apache version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,project-voldemort
Kyligence Enterprise,Relational,Relational DBMS,https://db-engines.com/en/system/Kyligence+Enterprise,N,,-,0.52,289,-,-,"Kyligence, Inc.",2016,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kyligence-enterprise
YDB,Document,"Document store,Relational DBMS",https://db-engines.com/en/system/YDB,Y,N,ydb-platform/ydb,0.52,290,ydb-platform,ydb,Yandex,2019,,Y,Apache 2.0; commercial license available,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ydb
Mulgara,RDF,RDF store,https://db-engines.com/en/system/Mulgara,Y,,quoll/mulgara,0.51,291,quoll,mulgara,,2006,2012,Y,Apache Version 2,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,mulgara
Databend,Relational,Relational DBMS,https://db-engines.com/en/system/Databend,Y,,datafuselabs/databend,0.49,292,datafuselabs,databend,Databend Labs,2021,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,databend
Elassandra,Wide column,"Wide column store,Search engine",https://db-engines.com/en/system/Elassandra,Y,,strapdata/elassandra,0.48,293,strapdata,elassandra,,,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,elassandra
HyperGraphDB,Graph,Graph DBMS,https://db-engines.com/en/system/HyperGraphDB,Y,,hypergraphdb/hypergraphdb,0.47,294,hypergraphdb,hypergraphdb,,2007,,Y,L-GPL,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,hypergraphdb
CubicWeb,RDF,RDF store,https://db-engines.com/en/system/CubicWeb,Y_NotGithub-gitlabsite_forge.extranet.logilab.fr/cubicweb/cubicweb,N,-,0.46,295,-,-,Logilab,2001,2021,Y,L-GPL,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,cubicweb
Fluree,Graph,Graph DBMS,https://db-engines.com/en/system/Fluree,Y,,fluree/db,0.45,296,fluree,db,"Fluree, PBC",2018,,Y,open-sourced in October 2020,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,fluree
Actian PSQL,Relational,Relational DBMS,https://db-engines.com/en/system/Actian+PSQL,N,,-,0.45,297,-,-,,1982,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,actian-psql
Alibaba Cloud ApsaraDB for PolarDB,Relational,Relational DBMS,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,N,,-,0.45,298,-,-,Alibaba,,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,alibaba-cloud-apsaradb-for-polardb
Axibase,Time Series,Time Series DBMS,https://db-engines.com/en/system/Axibase,N,,-,0.44,299,-,-,Axibase Corporation,2013,1558,N,"Community Edition (single node) is free, Enterprise Edition (distributed) is paid",N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,axibase
RedStore,RDF,RDF store,https://db-engines.com/en/system/RedStore,Y,,njh/redstore,0.44,300,njh,redstore,,2009,,Y,GPLv3,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,redstore
Actian FastObjects,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/Actian+FastObjects,N,,-,0.43,301,-,-,Actian,,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,actian-fastobjects
Brytlyt,Relational,Relational DBMS,https://db-engines.com/en/system/Brytlyt,N,,-,0.43,302,-,-,Brytlyt,2016,2016,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,brytlyt
XtremeData,Relational,Relational DBMS,https://db-engines.com/en/system/XtremeData,N,,-,0.42,303,-,-,,,,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,xtremedata
Riak TS,Time Series,Time Series DBMS,https://db-engines.com/en/system/Riak+TS,N,,-,0.42,304,-,-,"Open Source, formerly Basho Technologies",2015,2022,Y,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,riak-ts
Marqo,Search engine,Search engine,https://db-engines.com/en/system/Marqo,Y,,marqo-ai/marqo,0.42,305,marqo-ai,marqo,,2022,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,marqo
TransLattice,Relational,Relational DBMS,https://db-engines.com/en/system/TransLattice,N,,-,0.42,306,-,-,,2007,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,translattice
ElevateDB,Relational,Relational DBMS,https://db-engines.com/en/system/ElevateDB,N,,-,0.41,307,-,-,"Elevate Software, Inc.",2006,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,elevatedb
Alibaba Cloud Log Service,Search engine,Search engine,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,N,,-,0.41,308,-,-,AlibabaCloud Inc.,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,alibaba-cloud-log-service
Upscaledb,Key-value,Key-value store,https://db-engines.com/en/system/Upscaledb,Y,,cruppstahl/upscaledb,0.41,309,cruppstahl,upscaledb,,2007,,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,upscaledb
Comdb2,Relational,Relational DBMS,https://db-engines.com/en/system/Comdb2,Y,,bloomberg/comdb2,0.4,310,bloomberg,comdb2,Bloomberg Finance L.P.,2004,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,comdb2
AnzoGraph DB,Graph,"Graph DBMS,RDF store",https://db-engines.com/en/system/AnzoGraph+DB,N,,-,0.4,311,-,-,Cambridge Semantics,2018,2021,N,free trial version available,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,anzograph-db
Cloudflare Workers KV,Key-value,Key-value store,https://db-engines.com/en/system/Cloudflare+Workers+KV,N,,-,0.4,312,-,-,Cloudflare,2018,,N,,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cloudflare-workers-kv
Sparksee,Graph,Graph DBMS,https://db-engines.com/en/system/Sparksee,N,,-,0.39,313,-,-,,2008,2021,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sparksee
