unique_name,X_DBMS,dbdbio_card_title,Y_DBMS,match_state,manu_labeled_flag,DBMS,category_label,Written in,Query Interface,System Architecture,Developer,Country of Origin,initial_release_year,current_release_year,Project Type,License_info,github_repo_link,open_source_license,Score_Feb-2023,Rank_Feb-2023
sequoiadb,sequoiadb,SequoiaDB,Sequoiadb,Normal,Y_auto,sequoiadb#dbdbio>|<dbengines#Sequoiadb,Document,C++,,,SequoiaDB Corporation#dbdbio>|<dbengines#Sequoiadb Ltd.,CN,2011#dbdbio>|<dbengines#2013,,"Commercial,Open Source",AGPL v3#dbdbio>|<dbengines#Server: AGPL; Client: Apache V2,SequoiaDB/SequoiaDB,Y,0.59,260
serenity,serenity,Serenity,,X_Never,Y_auto,serenity,,C,,,,RU,2015,,Open Source,,pmwkaa/serenity,Y,,
shardingsphere,shardingsphere,ShardingSphere,,X_Never,Y_auto,shardingsphere,Relational,Java,,,Apache,CN,2016,,Open Source,Apache v2,apache/shardingsphere,Y,,
silo,silo,Silo,,X_Never,Y_auto,silo,Relational,"C++,Python",,,"Stephen Tu, Eddie Kohler",US,2013,,"Academic,Open Source",MIT,stephentu/silo,Y,,
sirdb,sirdb,Sir.DB,,X_Never,Y_auto,sirdb,Document,JavaScript,,,Cris Stringfellow,HK,2020,,"Hobby,Open Source",MIT,c9fe/sirdb,Y,,
siridb,siridb,SiriDB,SiriDB,Normal,Y_auto,siridb#dbdbio>|<dbengines#SiriDB,Time Series,C,,,Cesbit,NL,2016#dbdbio>|<dbengines#2017,,"Commercial,Open Source",MIT#dbdbio>|<dbengines#MIT License,SiriDB/siridb-server,Y,0.19,356
sirixdb,sirixdb,SirixDB,,X_Never,Y_auto,sirixdb,Document,"Java,Kotlin",,,University of Konstanz,DE,2012,,"Academic,Open Source",BSD,sirixdb/sirix,Y,,
skeletondb,skeletondb,SkeletonDB,,X_Never,Y_auto,skeletondb,,Go,,,Tristan Rice,CA,2016,,Open Source,MIT,d4l3k/skeletondb,Y,,
sksql,sksql,SKSQL,,X_Never,Y_auto,sksql,Relational,TypeScript,,,Alex Raffy,ES,2021,,"Hobby,Open Source",MIT,alexraffy/sksql,Y,,
skytable,skytable,Skytable,Skytable,Normal,Y_auto,skytable#dbdbio>|<dbengines#Skytable,Key-value,Rust,,,"Skytable, Inc.",,2020,,Open Source,AGPL v3#dbdbio>|<dbengines#GNU AGPL 3.0,skytable/skytable,Y,0.4,300
sled,sled,Sled,,X_Never,Y_auto,sled,Key-value,Rust,,,Tyler Neely,"US,DE",2016,,Open Source,"Apache v2,,,MIT",spacejam/sled,Y,,
sleekdb,sleekdb,SleekDB,,X_Never,Y_auto,sleekdb,Document,PHP,,,,BD,2018,,Open Source,MIT,rakibtg/SleekDB,Y,,
slumber-db,slumber-db,Slumber DB,,X_Never,Y_auto,slumber-db,Key-value,Java,,,Richard Hightower,US,2014,,Open Source,Apache v2,RichardHightower/slumberdb,Y,,
sneller,sneller,Sneller,,X_Never,Y_auto,sneller,Document,Go,SQL,Shared-Disk,"Sneller, Inc.",US,2022,,"Commercial,Open Source",AGPL v3,SnellerInc/sneller,Y,,
solr,solr,Solr,Solr,Normal,Y_auto,solr#dbdbio>|<dbengines#Solr,Document#dbdbio>|<dbengines#Search engine,Java,Custom API,Shared-Nothing,Apache Software Foundation,US,2004#dbdbio>|<dbengines#2006,2023,Open Source,Apache v2#dbdbio>|<dbengines#Apache Version 2,apache/lucene-solr#dbdbio>|<dbengines#apache/solr,Y,45.88,24
sones-graphdb,sones-graphdb,sones GraphDB,,X_Never,Y_auto,sones-graphdb,Graph,C#,,,sones GmbH,DE,2007,,"Commercial,Open Source",AGPL v3,sones/sones,Y,,
sonnerie,sonnerie,Sonnerie,,X_Never,Y_auto,sonnerie,Relational,Rust,"HTTP / REST,Command-line / Shell",,Charles Samuels,US,,,Open Source,BSD,njaard/sonnerie,Y,,
spark-sql,spark-sql,Spark SQL,Spark SQL,Normal,Y_auto,spark-sql#dbdbio>|<dbengines#Spark SQL,Relational,,"Custom API,SQL",Shared-Nothing,Apache Software Foundation,US,2014,2022,Open Source,Apache v2#dbdbio>|<dbengines#Apache 2.0,apache/spark,Y,19.74,36
sparrowdb,sparrowdb,SparrowDB,,X_Never,Y_auto,sparrowdb,Key-value,Go,HTTP / REST,,SparrowDB,BR,2016,,Open Source,MIT,SparrowDb/sparrowdb,Y,,
sphinx,sphinx,Sphinx,Sphinx,Normal,Y_auto,sphinx#dbdbio>|<dbengines#Sphinx,Search engine,C++,,,Sphinx Technologies Inc.,US,2001,,"Commercial,Open Source","GPL v2#dbdbio>|<dbengines#GPL version 2, commercial licence available",sphinxsearch/sphinx,Y,6.63,64
spicedb,spicedb,SpiceDB,,X_Never,Y_auto,spicedb,Object oriented,Go,"Custom API,HTTP / REST",,Authzed,US,2021,,"Commercial,Open Source",Apache v2,authzed/spicedb,Y,,
splice-machine,splice-machine,Splice Machine,Splice Machine,Normal,Y_auto,splice-machine#dbdbio>|<dbengines#Splice Machine,Relational,Java,SQL,Shared-Disk,Splice Machine,US,2012#dbdbio>|<dbengines#2014,,"Commercial,Open Source","AGPL v3#dbdbio>|<dbengines#AGPL 3.0, commercial license available",splicemachine/spliceengine,Y,1.03,212
splinterdb,splinterdb,SplinterDB,,X_Never,Y_auto,splinterdb,Key-value,C,Custom API,Embedded,"VMware, Inc.",US,2018,,"Industrial Research,Open Source",Apache v2,vmware/splinterdb,Y,,
srch2,srch2,SRCH²,,X_Never,Y_auto,srch2,,C++,,,SRCH²,US,2010,,"Commercial,Open Source",Proprietary,SRCH2/srch2-ngn,Y,,
ssdb,ssdb,SSDB,,X_Never,Y_auto,ssdb,Key-value,C++,"Custom API,Command-line / Shell",Shared-Nothing,Zuyang Wu,CN,2013,,Open Source,BSD,ideawu/ssdb,Y,,
starrocks,starrocks,StarRocks,,X_Never,Y_auto,starrocks,Relational,C++,SQL,,StarRocks Labs,CN,2021,,"Commercial,Open Source",Elastic License v2,StarRocks/StarRocks,Y,,
stellarsql,stellarsql,StellarSQL,,X_Never,Y_auto,stellarsql,Relational,Rust,SQL,,An-Chi Liu,TW,2018,,"Hobby,Open Source",MIT,stellarsql/StellarSQL,Y,,
stig,stig,Stig,,X_Never,Y_auto,stig,Graph,C++,,Shared-Nothing,Tagged,US,2010,,Open Source,Apache v2,jssmith/stigdb,Y,,
stonedb,stonedb,StoneDB,,X_Never,Y_auto,stonedb,Relational,,SQL,,StoneAtom Ltd.,CN,2022,,"Commercial,Open Source",,StoneAtom/stonedb,Y,,
summitdb,summitdb,SummitDB,,X_Never,Y_auto,summitdb,Key-value,,Custom API,Shared-Nothing,,US,,,"Hobby,Open Source",MIT,tidwall/summitdb,Y,,
surrealdb,surrealdb,SurrealDB,SurrealDB,Normal,Y_auto,surrealdb#dbdbio>|<dbengines#SurrealDB,"Document,Graph#dbdbio>|<dbengines#Document",,"Custom API,SQL,HTTP / REST","Shared-Nothing,Embedded",SurrealDB Ltd,GB,2022,,"Commercial,Open Source",Business Source License,surrealdb/surrealdb,Y,0.51,278
swaydb,swaydb,SwayDB,SwayDB,Normal,Y_auto,swaydb#dbdbio>|<dbengines#SwayDB,Key-value,,Custom API,Embedded,Simer Plaha,AU,2018,,"Commercial,Open Source",AGPL v3#dbdbio>|<dbengines#GNU Affero GPL V3.0,simerplaha/SwayDB,Y,0.0,388
swc-db,swc-db,SWC-DB,SWC-DB,Normal,Y_auto,swc-db#dbdbio>|<dbengines#SWC-DB,"Wide column,Key-value#dbdbio>|<dbengines#Wide column",,"Custom API,SQL,Command-line / Shell",Shared-Nothing,Alex Kashirin,IL,2020,,"Commercial,Open Source","GPL v3,,,Proprietary#dbdbio>|<dbengines#GPL V3",kashirin-alex/swc-db,Y,0.02,383
sylvadb,sylvadb,SylvaDB,,X_Never,Y_auto,sylvadb,Graph,,,,,CA,,,"Academic,Open Source",AGPL v3,CulturePlex/Sylva,Y,,
tabdb,tabdb,TabDB,,X_Never,Y_auto,tabdb,Relational,,SQL,,,US,,,"Hobby,Open Source",,kkuchta/tabdb,Y,,
taffydb,taffydb,TaffyDB,,X_Never,Y_auto,taffydb,Document,,,Embedded,,US,,,Open Source,MIT,typicaljoe/taffydb,Y,,
tarantool,tarantool,Tarantool,Tarantool,Normal,Y_auto,tarantool#dbdbio>|<dbengines#Tarantool,Key-value,,"Custom API,Stored Procedures,Command-line / Shell",Shared-Nothing,VK,RU,2008,,"Commercial,Open Source",BSD,tarantool/tarantool,Y,1.87,151
tdengine,tdengine,TDengine,TDengine,Normal,Y_auto,tdengine#dbdbio>|<dbengines#TDengine,Relational#dbdbio>|<dbengines#Time Series,,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,"TDEngine, previously Taos Data",CN,2019,,"Commercial,Open Source","AGPL v3#dbdbio>|<dbengines#GPL V3, also commercial editions available",taosdata/TDengine,Y,2.4,130
tendis,tendis,Tendis,,X_Never,Y_auto,tendis,Key-value,,Custom API,Shared-Nothing,,CN,,,Open Source,GPL v3,Tencent/Tendis,Y,,
tensorbase,tensorbase,TensorBase,,X_Never,Y_auto,tensorbase,Relational,,SQL,Shared-Disk,,CN,,,Open Source,Apache v2,tensorbase/tensorbase,Y,,
tera,tera,Tera,,X_Never,Y_auto,tera,Wide column,,SQL,Shared-Disk,,CN,,,"Commercial,Open Source",BSD,baidu/tera,Y,,
terarkdb,terarkdb,TerarkDB,TerarkDB,Normal,Y_auto,terarkdb#dbdbio>|<dbengines#TerarkDB,Key-value,,Custom API,Embedded,Terark,CN,2016,,Open Source,Apache v2#dbdbio>|<dbengines#restricted open source version available,bytedance/terarkdb,Y#dbdbio>|<dbengines#N,0.25,337
terminusdb,terminusdb,TerminusDB,TerminusDB,Normal,Y_auto,terminusdb#dbdbio>|<dbengines#TerminusDB,"Document,Graph,RDF#dbdbio>|<dbengines#Graph",,"Custom API,Datalog",,DataChemist Ltd.,IE,2018,,"Commercial,Open Source",GPL v3#dbdbio>|<dbengines#GPL V3,terminusdb/terminusdb,Y,0.34,315
thinksql,thinksql,ThinkSQL,,X_Never,Y_auto,thinksql,Relational,Pascal,SQL,,,GB,2000,,"Commercial,Open Source",,ggaughan/ThinkSQL,Y,,
tidb,tidb,TiDB,TiDB,Normal,Y_auto,tidb#dbdbio>|<dbengines#TiDB,Key-value#dbdbio>|<dbengines#Relational,Go,SQL,,"PingCAP#dbdbio>|<dbengines#PingCAP, Inc.",CN,2015#dbdbio>|<dbengines#2016,2023,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#Apache 2.0,pingcap/tidb,Y,3.01,108
tiedot,tiedot,tiedot,,X_Never,Y_auto,tiedot,Document,Go,,,Howard Guo,FI,2013,,Open Source,BSD,HouzuoGuo/tiedot,Y,,
tieredmemdb,tieredmemdb,TieredMemDB,,X_Never,Y_auto,tieredmemdb,,,Command-line / Shell,,Intel,PL,2020,,"Industrial Research,Open Source",,TieredMemDB/TieredMemDB,Y,,
tigerbeetle,tigerbeetle,TigerBeetle,,X_Never,Y_auto,tigerbeetle,Relational,Zig,Custom API,,"Coil Technologies, Inc.",ZA,2020,,Open Source,Apache v2,coilhq/tigerbeetle,Y,,
tikv,tikv,TiKV,,X_Never,Y_auto,tikv,Key-value,Rust,Custom API,,Cloud Nature Computing Foundation (CNCF),CN,2016,,Open Source,Apache v2,tikv/tikv,Y,,
tile38,tile38,Tile38,,X_Never,Y_auto,tile38,,Go,"Custom API,HTTP / REST",,Josh Baker,US,2016,,Open Source,MIT,tidwall/tile38,Y,,
tiledb,tiledb,TileDB,,X_Never,Y_auto,tiledb,Array,C++,"Custom API,SQL",,"TileDB Inc, Intel Labs",US,2017,,"Commercial,Open Source",MIT,TileDB-Inc/TileDB,Y,,
timbala,timbala,Timbala,,X_Never,Y_auto,timbala,Relational,Go,"HTTP / REST,PromQL",,Matt Bostock,GB,2016,2018,"Hobby,Open Source",Apache v2,mattbostock/timbala,Y,,
tingodb,tingodb,TingoDB,,X_Never,Y_auto,tingodb,Document,JavaScript,Custom API,,PushOk Software,RU,2013,,Open Source,MIT,sergeyksv/tingodb,Y,,
tinybase,tinybase,TinyBase,,X_Never,Y_auto,tinybase,Relational,TypeScript,Custom API,,James Pearce,US,2021,,Open Source,MIT,tinyplex/tinybase,Y,,
tinydb,tinydb,TinyDB,,X_Never,Y_auto,tinydb,Document,Python,Custom API,,Markus Siemens,DE,2013,,Open Source,MIT,msiemens/tinydb,Y,,
titan-nosql,titan-nosql,Titan,,X_Never,Y_auto,titan-nosql,,Go,,,"Meitu, Inc.",CN,2018,,"Hobby,Open Source",Apache v2,meitu/titan,Y,,
titan,titan,Titan,,X_Never,Y_auto,titan,Graph,Java,Gremlin,,Aurelius,,2012,2015,Open Source,Apache v2,thinkaurelius/titan,Y,,
tokudb,tokudb,TokuDB,,X_Never,Y_auto,tokudb,Relational,,,,Percona,US,2009,,"Commercial,Open Source",GPL v2,percona/tokudb-engine,Y,,
tokumx,tokumx,TokuMX,,X_Never,Y_auto,tokumx,,,,,Tokutek,US,,,"Commercial,Open Source","AGPL v3,Apache v2,GPL v2",Tokutek/mongo,Y,,
tomp2p,tomp2p,TomP2P,TomP2P,Normal,Y_auto,tomp2p#dbdbio>|<dbengines#TomP2P,Key-value,,,,Thomas Bocek,CH,2004,,Open Source,Apache v2#dbdbio>|<dbengines#Apache Version 2,tomp2p/TomP2P,Y,0.19,356
torodb,torodb,ToroDB,ToroDB,Normal,Y_auto,torodb#dbdbio>|<dbengines#ToroDB,Document,,,,8Kdata,ES,2016,,Open Source,AGPL v3#dbdbio>|<dbengines#AGPL-V3,torodb/server,Y,0.26,334
trafodion,trafodion,Trafodion,Trafodion,Normal,Y_auto,trafodion#dbdbio>|<dbengines#Trafodion,Relational,,,,"Hewlett-Packard Company#dbdbio>|<dbengines#Apache Software Foundation, originally developed by HP",US,2014,2019,Open Source,Apache v2#dbdbio>|<dbengines#Apache 2.0,apache/trafodion,Y,0.64,256
traildb,traildb,TrailDB,,X_Never,Y_auto,traildb,,,,,AdRoll Inc.,US,,,"Commercial,Open Source",MIT,traildb/traildb,Y,,
treodedb,treodedb,TreodeDB,,X_Never,Y_auto,treodedb,,,,,"Treode, Inc.",US,,,"Commercial,Open Source",Apache v2,Treode/store,Y,,
trino,trino,Trino,Trino,Normal,Y_auto,trino#dbdbio>|<dbengines#Trino,Relational,,,,Trino Software Foundation,US,2012,,Open Source,Apache v2#dbdbio>|<dbengines#Apache Version 2.0,trinodb/trino,Y,4.8,84
trousseau,trousseau,Trousseau,,X_Never,Y_auto,trousseau,,,,,Théo Crevon,DE,,,Open Source,MIT,oleiade/trousseau,Y,,
ts-sql,ts-sql,ts-sql,,X_Never,Y_auto,ts-sql,,,,,Charles Pick,GB,,,"Hobby,Open Source",,codemix/ts-sql,Y,,
typedb,typedb,TypeDB,TypeDB,Normal,Y_auto,typedb#dbdbio>|<dbengines#TypeDB,Graph,,,,Vaticle#dbdbio>|<dbengines#Vaticle  (formerly Grakn Labs),GB,2016,,"Commercial,Open Source","AGPL v3#dbdbio>|<dbengines#GPL Version 3, commercial licenses available",vaticle/typedb,Y,1.39,182
typhoon,typhoon,Typhoon,,X_Never,Y_auto,typhoon,,,,,"Thomas B. Pedersen, Kaz Kylheku",DK,,,Open Source,MIT,jonahharris/osdb-typhoon,Y,,
unqlite,unqlite,UnQLite,,X_Never,Y_auto,unqlite,,,,,Symisc Systems,TN,,,"Commercial,Open Source",,symisc/unqlite,Y,,
upscaledb,upscaledb,upscaledb,Upscaledb,Normal,Y_auto,upscaledb#dbdbio>|<dbengines#Upscaledb,Key-value,,,,Christoph Rupp,DE,2007,,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#Apache Version 2,cruppstahl/upscaledb,Y,0.33,320
vanilladb,vanilladb,VanillaDB,,X_Never,Y_auto,vanilladb,,,,,National Tsing Hua University,TW,,,"Academic,Open Source",Apache v2,vanilladb/vanillacore,Y,,
vectorsql,vectorsql,VectorSQL,,X_Never,Y_auto,vectorsql,,,,,Bohu Tang,CN,,,"Hobby,Open Source",Apache v2,vectorengine/vectorsql,Y,,
velox,velox,Velox,,X_Never,Y_auto,velox,,,,,Facebook,US,,,"Industrial Research,Open Source",Apache v2,facebookincubator/velox,Y,,
veloxdb,veloxdb,VeloxDB,,X_Never,Y_auto,veloxdb,,,,,VeloxDB,RS,,,"Commercial,Open Source",MIT,VeloxDB/VeloxDB,Y,,
vertexdb,vertexdb,VertexDB,,X_Never,Y_auto,vertexdb,Graph,,,,"Steve Dekorte, Rich Collins",US,,,"Hobby,,,Open Source",,stevedekorte/vertexdb,Y,,
vespa,vespa,Vespa,,X_Never,Y_auto,vespa,Document,,,,Yahoo!,NO,,,Open Source,,vespa-engine/vespa,Y,,
victoriametrics,victoriametrics,VictoriaMetrics,VictoriaMetrics,Normal,Y_auto,victoriametrics#dbdbio>|<dbengines#VictoriaMetrics,Wide column#dbdbio>|<dbengines#Time Series,,,,VictoriaMetrics,UA,2018,,Open Source,Apache Version 2.0,VictoriaMetrics/VictoriaMetrics,Y,0.99,219
vitess,vitess,Vitess,,X_Never,Y_auto,vitess,Relational,,,,Youtube,US,,,Open Source,,vitessio/vitess,Y,,
viyadb,viyadb,ViyaDB,,X_Never,Y_auto,viyadb,,,,,Michael Spector,IL,,,Open Source,,viyadb/viyadb,Y,,
voldemort,voldemort,Voldemort,Project Voldemort,Fuzzy:Normal,Y,voldemort#dbdbio>|<dbengines#Project Voldemort,Key-value,,,,LinkedIn,US,2009,2017,Open Source,Apache version 2,voldemort/voldemort,Y,0.57,264
voltdb,voltdb,VoltDB,VoltDB,Normal,Y_auto,voltdb#dbdbio>|<dbengines#VoltDB,Relational,,,,VoltDB#dbdbio>|<dbengines#VoltDB Inc.,US,2010,,"Commercial,Open Source","AGPL for Community Edition, commercial license for Enterprise, AWS, and Pro Editions",VoltDB/voltdb,Y,2.29,134
vsql,vsql,vsql,,X_Never,Y_auto,vsql,Relational,,,,Elliot Chance,US,,,"Hobby,Open Source",,elliotchance/vsql,Y,,
warp-10,warp-10,Warp 10,Warp 10,Normal,Y_auto,warp-10#dbdbio>|<dbengines#Warp 10,Time Series,,,,SenX S.A.S.#dbdbio>|<dbengines#SenX,FR,2015,,"Commercial,Open Source",Apache License 2.0,senx/warp10-platform,Y,0.05,378
weaviate,weaviate,Weaviate,Weaviate,Normal,Y_auto,weaviate#dbdbio>|<dbengines#Weaviate,Array#dbdbio>|<dbengines#Search engine,,,,SeMI Technologies#dbdbio>|<dbengines#SeMI Technologies B.V.,NL,2019,2022,"Commercial,Open Source",commercial license available with Weaviate Enterprise,semi-technologies/weaviate,Y,0.41,295
webscalesql,webscalesql,WebScaleSQL,,X_Never,Y_auto,webscalesql,,,,,"Facebook, Google, LinkedIn, Twitter, Alibaba Group","US,CN",,,Open Source,,webscalesql/webscalesql-5.6,Y,,
whitedb,whitedb,WhiteDB,WhiteDB,Normal,Y_auto,whitedb#dbdbio>|<dbengines#WhiteDB,Network#dbdbio>|<dbengines#Document,,,,"Priit Järv, Tanel Tammet",EE,2008,,"Hobby,Open Source",GPL V3,priitj/whitedb,Y,0.19,356
wiredtiger,wiredtiger,WiredTiger,,X_Never,Y_auto,wiredtiger,Key-value,,,,WiredTiger Inc.,"US,AU",,,"Commercial,Open Source",,wiredtiger/wiredtiger,Y,,
wonderdb,wonderdb,WonderDB,,X_Never,Y_auto,wonderdb,Relational,,,,Vilas Athavale,US,,,"Hobby,Open Source",,dreamdbvilas/wonderdb,Y,,
xap,xap,XAP,,X_Never,Y_auto,xap,Key-value,,,,GigaSpaces,US,,,"Commercial,Open Source",,xap/xap,Y,,
xodus,xodus,Xodus,,X_Never,Y_auto,xodus,Document,,,,JetBrains,RU,,,Open Source,,JetBrains/xodus,Y,,
xtdb,xtdb,XTDB,XTDB,Normal,Y_auto,xtdb#dbdbio>|<dbengines#XTDB,Document,,,,JUXT#dbdbio>|<dbengines#Juxt Ltd.,GB,2019,2021,"Commercial,Open Source",MIT License,xtdb/xtdb,Y,0.18,361
ydb,ydb,YDB,YDB,Normal,Y_auto,ydb#dbdbio>|<dbengines#YDB,Relational#dbdbio>|<dbengines#Document,,,,Yandex,RU,2019,,"Commercial,Open Source",Apache 2.0; commercial license available,ydb-platform/ydb,Y,0.54,271
yottadb,yottadb,YottaDB,,X_Never,Y_auto,yottadb,Key-value,C,Custom API,Embedded,"YottaDB, LLC",US,2001,,"Commercial,Open Source",AGPL v3,YottaDB/YDB,Y,,
yugabytedb,yugabytedb,YugabyteDB,YugabyteDB,Normal,Y_auto,yugabytedb#dbdbio>|<dbengines#YugabyteDB,"Relational,Key-value#dbdbio>|<dbengines#Relational",C++,"Custom API,PL/SQL",Shared-Nothing,"Yugabyte, Inc.#dbdbio>|<dbengines#Yugabyte Inc.",US,2016#dbdbio>|<dbengines#2017,,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#Apache 2.0,yugabyte/yugabyte-db,Y,4.38,93
zerodb,zerodb,ZeroDB,,X_Never,Y_auto,zerodb,Document,Python,Custom API,,ZeroDB Inc.,US,2015,,"Commercial,Open Source",AGPL v3,zerodb/zerodb,Y,,
zodb,zodb,ZODB,ZODB,Normal,Y_auto,zodb#dbdbio>|<dbengines#ZODB,Object oriented#dbdbio>|<dbengines#Key-value,Python,Custom API,Shared-Everything,Zope Foundation,US,2002#dbdbio>|<dbengines#2009,,Open Source,Zope Public License,zopefoundation/ZODB,Y,1.44,176
zoodb,zoodb,ZooDB,,X_Never,Y_auto,zoodb,Object oriented,Java,Custom API,,Tilmann Zäschke,CH,2008,,Open Source,GPL v3,tzaeschke/zoodb,Y,,
zookeeper,zookeeper,Zookeeper,,X_Never,Y_auto,zookeeper,Hierarchical,Java,Command-line / Shell,Shared-Nothing,Apache Foundation,US,2008,,Open Source,Apache v2,apache/zookeeper,Y,,
postgresql,,,PostgreSQL,Y_Never,Y_auto,PostgreSQL,Relational,,,,PostgreSQL Global Development Group,,1989,2023,,BSD,postgres/postgres,Y,616.5,4
sqlite,,,SQLite,Y_Never,Y_auto,SQLite,Relational,,,,Dwayne Richard Hipp,,2000,2023,,Public Domain,sqlite/sqlite,Y,132.67,9
snowflake,,,Snowflake,Y_Never,Y_auto,Snowflake,Relational,,,,Snowflake Computing Inc.,,2014,,,,twitter-archive/snowflake,N,115.65,12
hive,,,Hive,Y_Never,Y_auto,Hive,Relational,,,,Apache Software Foundation,,2012,2022,,Apache Version 2,apache/hive,Y,72.12,17
databricks,,,Databricks,Y_Never,Y_auto,Databricks,Document,,,,Databricks,,2013,,,,databricks/dbt-databricks,Y,60.33,19
hbase,,,HBase,Y_Never,Y_auto,HBase,Wide column,,,,Apache Software Foundation,,2008,2021,,Apache version 2,apache/hbase,Y,38.41,26
postgis,,,PostGIS,Y_Never,Y_auto,PostGIS,Spatial DBMS,,,,,,2005,2022,,GPL v2.0,postgis/postgis,Y,29.81,28
presto,,,Presto,Y_Never,Y_auto,Presto,Relational,,,,Facebook; Presto Foundation,,2013,,,Apache 2.0,prestodb/presto,Y,14.12,43
google-cloud-firestore,,,Google Cloud Firestore,Y_Never,Y_auto,Google Cloud Firestore,Document,,,,Google,,2017,,,,googleapis/python-firestore,N,11.51,45
opensearch,,,OpenSearch,Y_Never,Y_auto,OpenSearch,Search engine,,,,Amazon Web Services,,2021,2023,,Apache Version 2.0,opensearch-project/OpenSearch,Y,10.49,47
marklogic,,,MarkLogic,Y_Never,Y_auto,MarkLogic,Document,,,,MarkLogic Corp.,,2001,2022,,restricted free version is available,marklogic/marklogic-data-hub,N,8.84,51
graphite,,,Graphite,Y_Never,Y_auto,Graphite,Time Series,,,,Chris Davis,,2006,,,Apache 2.0,graphite-project/graphite-web,Y,6.75,63
virtuoso,,,Virtuoso,Y_Never,Y_auto,Virtuoso,Document,,,,OpenLink Software,,1998,,,"GPLv2, extended commercial license available",openlink/virtuoso-opensource,Y,6.11,69
ingres,,,Ingres,Y_Never,Y_auto,Ingres,Relational,,,,Actian Corporation,,1974,,,,fosslc/Ingres,N,5.94,72
scylladb,,,ScyllaDB,Y_Never,Y_auto,ScyllaDB,Wide column,,,,ScyllaDB,,2015,,,"Open Source (AGPL), commercial license available",scylladb/scylla,Y,5.63,77
adabas,,,Adabas,Y_Never,Y_auto,Adabas,Multivalue,,,,Software AG,,1971,,,,jrmarino/AdaBase,N,5.13,81
hypersql,,,HyperSQL,Y_Never,Y_auto,HyperSQL,Relational,,,,,,2001,,,based on BSD license,ryenus/hsqldb,Y,4.92,83
timescaledb,,,TimescaleDB,Y_Never,Y_auto,TimescaleDB,Time Series,,,,Timescale,,2017,,,Apache 2.0,timescale/timescaledb,Y,4.51,88
oracle-nosql,,,Oracle NoSQL,Y_Never,Y_auto,Oracle NoSQL,Document,,,,Oracle,,2011,,,"Proprietary for Enterprise Edition (Oracle Database EE license has Oracle NoSQL database EE covered:,details,)",oracle/nosql-go-sdk,Y,3.7,98
leveldb,,,LevelDB,Y_Never,Y_auto,LevelDB,Key-value,,,,Google,,2011,,,BSD,google/leveldb,Y,3.55,99
rrdtool,,,RRDtool,Y_Never,Y_auto,RRDtool,Time Series,,,,Tobias Oetiker,,1999,2022,,GPL V2 and FLOSS,oetiker/rrdtool-1.x,Y,3.0,110
apache-phoenix,,,Apache Phoenix,Y_Never,Y_auto,Apache Phoenix,Relational,,,,Apache Software Foundation,,2014,2019,,Apache Version 2.0,apache/phoenix,Y,2.97,112
lmdb,,,LMDB,Y_Never,Y_auto,LMDB,Key-value,,,,Symas,,2011,2021,,,LMDB/lmdb,Y,2.86,113
oracle-coherence,,,Oracle Coherence,Y_Never,Y_auto,Oracle Coherence,Key-value,,,,Oracle,,2007,2016,,,oracle/coherence,N,2.83,115
heavyai,,,HEAVY.AI,Y_Never,Y_auto,HEAVY.AI,Relational,,,,"HEAVY.AI, Inc.",,2016,,,Apache Version 2; enterprise edition available,heavyai/heavydb,Y,2.68,123
geode,,,Geode,Y_Never,Y_auto,Geode,Key-value,,,,Originally developed by Gemstone. They outsourced the project to Apache in 2015 but still deliver a commercial version as Gemfire.,,2002,,,Apache Version 2; commercial licenses available as Gemfire,apache/geode,Y,2.52,124
gridgain,,,GridGain,Y_Never,Y_auto,GridGain,Key-value,,,,"GridGain Systems, Inc.",,2007,,,,gridgain/gridgain,N,2.41,129
spatialite,,,SpatiaLite,Y_Never,Y_auto,SpatiaLite,Spatial DBMS,,,,Alessandro Furieri,,2008,,,"MPL 1.1, GPL v2.0 or LGPL v2.1",illarionov/SpatiaLite,Y,2.25,135
nebulagraph,,,NebulaGraph,Y_Never,Y_auto,NebulaGraph,Graph,,,,Vesoft Inc.,,2019,,,Apache Version 2.0 + Common Clause 1.0,vesoft-inc/nebula,Y,1.79,154
sqljs,,,SQL.JS,Y_Never,Y_auto,SQL.JS,Relational,,,,Alon Zakai,,2012,,,,sql-js/sql.js,Y,1.62,165
giraph,,,Giraph,Y_Never,Y_auto,Giraph,Graph,,,,,,2013,,,Apache Version 2,apache/giraph,Y,1.59,169
msql,,,mSQL,Y_Never,Y_auto,mSQL,Relational,,,,Hughes Technologies,,1994,,,free licenses can be provided,-,N,1.51,173
gtm,,,GT.M,Y_Never,Y_auto,GT.M,Key-value,,,,,,1986,,,,-,N,1.42,178
opengauss,,,openGauss,Y_Never,Y_auto,openGauss,Relational,,,,Huawei and openGauss community,,2019,,,,opengauss-mirror/openGauss-server,Y,1.31,188
perst,,,Perst,Y_Never,Y_auto,Perst,Object oriented,,,,,,2003,,,commercial license available,The-Alchemist/perst,Y,1.3,189
matisse,,,Matisse,Y_Never,Y_auto,Matisse,Object oriented,,,,Matisse  Software Inc.,,1986,,,free developer license available,zhihu/Matisse,N,1.27,192
